瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
156,堡林,2024-01-01 20:00,7,,.9,230,76,1017.6,1026.3,,,,0,,6
156,堡林,2024-01-01 21:00,6.7,,1.5,270,75,1017.8,1026.5,,,,9,,5.7
156,堡林,2024-01-01 22:00,6.4,,.4,0,73,1018,1026.7,,,,0,,5.5
156,堡林,2024-01-01 23:00,5.8,,.5,230,75,1017.7,1026.5,,,,0,,4.9
156,堡林,2024-01-02 00:00,5.9,,.3,0,77,1017.5,1026.2,,,,9,,5
156,堡林,2024-01-02 01:00,5.7,,.6,250,76,1017,1025.8,,,,10,,4.7
156,堡林,2024-01-02 02:00,5.3,,.5,270,76,1016.7,1025.5,,,,8,,3.8
156,堡林,2024-01-02 03:00,5.2,,0,0,78,1016.5,1025.3,,,,9,,4.3
156,堡林,2024-01-02 04:00,5,,.4,0,81,1016.3,1025.1,,,,8,,3.6
156,堡林,2024-01-02 05:00,3.8,,.3,0,93,1015.9,1024.7,,,,5,,1.7
156,堡林,2024-01-02 06:00,4.3,,.3,0,93,1015.6,1024.4,,,,9,,3.3
156,堡林,2024-01-02 07:00,4.7,,.3,0,92,1015.6,1024.4,,,,9,,3.8
156,堡林,2024-01-02 08:00,4.4,,.7,320,95,1015.3,1024.1,0,.07,,9,,3.9
156,堡林,2024-01-02 09:00,4.8,,.4,0,95,1015.7,1024.5,0,.14,,9,,4.8
156,堡林,2024-01-02 10:00,5.1,,.5,200,90,1015.8,1024.6,0,.29,,9,,6.4
156,堡林,2024-01-02 11:00,6,,.5,200,81,1015.4,1024.1,0,.57,,9,,8.4
156,堡林,2024-01-02 12:00,6.8,,.7,290,77,1014.5,1023.2,.1,.96,,9,,11.3
156,堡林,2024-01-02 13:00,7.2,,.8,320,76,1013.8,1022.5,0,.82,,9,,11.1
156,堡林,2024-01-02 14:00,7.7,,.6,270,73,1012.9,1021.5,0,.85,,8,,12.5
156,堡林,2024-01-02 15:00,8,,1.4,290,65,1012.8,1021.4,.2,.73,,8,,11
156,堡林,2024-01-02 16:00,7.8,,1.1,360,64,1012.7,1021.3,0,.49,,8,,9.3
156,堡林,2024-01-02 17:00,7.3,,1.1,360,65,1012.8,1021.4,0,.19,,9,,7.5
156,堡林,2024-01-02 18:00,6.8,,.9,50,69,1012.8,1021.5,0,.08,,9,,5.8
156,堡林,2024-01-02 19:00,6.1,,.6,50,68,1012.7,1021.4,,,,9,,4.5
156,堡林,2024-01-02 20:00,6,,.6,340,74,1012.6,1021.3,,,,8,,4.1
156,堡林,2024-01-02 21:00,5.2,,.5,290,82,1012.6,1021.3,,,,10,,3.9
156,堡林,2024-01-02 22:00,5.3,,.4,0,86,1012.1,1020.8,,,,10,,4.2
156,堡林,2024-01-02 23:00,5.1,,.3,0,87,1012.2,1020.9,,,,10,,4.4
156,堡林,2024-01-03 00:00,5,,1.1,50,88,1011.7,1020.4,,,,10,,4.5
156,堡林,2024-01-03 01:00,5,,.8,320,88,1012,1020.7,,,,10,,4.4
156,堡林,2024-01-03 02:00,3.8,,2,50,97,1011.9,1020.7,,,,10,,4.4
156,堡林,2024-01-03 03:00,3,1.6,.7,180,99,1012,1020.8,,,,10,,4.3
156,堡林,2024-01-03 04:00,2.4,,.7,230,99,1011.6,1020.4,,,,10,,4
156,堡林,2024-01-03 05:00,2.3,,.2,0,99,1011,1019.8,,,,10,,4
156,堡林,2024-01-03 06:00,2.1,2.9,.4,0,99,1010.6,1019.4,,,,10,,3.9
156,堡林,2024-01-03 07:00,2.3,,.2,0,99,1010.8,1019.6,,,,10,,3.9
156,堡林,2024-01-03 08:00,2.7,,.4,0,99,1011,1019.8,0,.06,,10,,4.1
156,堡林,2024-01-03 09:00,2.8,.3,.5,50,99,1011.6,1020.4,0,.14,,9,,4.7
156,堡林,2024-01-03 10:00,3.3,,.4,0,99,1011.8,1020.6,0,.3,,10,,6.2
156,堡林,2024-01-03 11:00,3.9,,.8,340,99,1011.7,1020.5,0,.55,,9,,8.2
156,堡林,2024-01-03 12:00,5.1,,.7,290,98,1011.3,1020,.3,1.23,,8,,12.4
156,堡林,2024-01-03 13:00,6.4,,1.3,290,79,1010.5,1019.2,.9,1.66,,9,,15.4
156,堡林,2024-01-03 14:00,6.3,,1.7,20,70,1010.2,1018.9,.5,1.02,,8,,11.8
156,堡林,2024-01-03 15:00,6.4,,2.5,320,66,1010.6,1019.3,.4,1.08,,9,,9.8
156,堡林,2024-01-03 16:00,6.7,,1.2,290,61,1011,1019.7,.3,.62,,8,,8.6
156,堡林,2024-01-03 17:00,5.8,,1.8,340,61,1011.8,1020.5,.2,.33,,6,,5.9
156,堡林,2024-01-03 18:00,5.1,0,1.4,320,65,1012.2,1020.9,0,.08,,2,,3.4
156,堡林,2024-01-03 19:00,4.6,,1.3,320,67,1012.8,1021.5,,,,1,,2.2
156,堡林,2024-01-03 20:00,4.4,,.9,340,75,1013.1,1021.8,,,,4,,2
156,堡林,2024-01-03 21:00,4.2,,1.7,20,77,1013.6,1022.4,,,,2,,1.4
156,堡林,2024-01-03 22:00,3.6,,.7,20,81,1014.1,1022.9,,,,0,,1
156,堡林,2024-01-03 23:00,3.7,,1.8,50,78,1014.3,1023.1,,,,4,,1.4
156,堡林,2024-01-04 00:00,3.5,,1.1,50,73,1014.2,1023,,,,4,,2.2
156,堡林,2024-01-04 01:00,3.1,,1.4,50,75,1014.4,1023.2,,,,8,,1
156,堡林,2024-01-04 02:00,2.3,,1.7,50,77,1014.5,1023.3,,,,0,,1
156,堡林,2024-01-04 03:00,1.6,,1.4,70,80,1014.4,1023.3,,,,0,,1
156,堡林,2024-01-04 04:00,.7,,1.1,50,86,1014.5,1023.4,,,,0,,.7
156,堡林,2024-01-04 05:00,1.3,,.3,0,86,1014.7,1023.6,,,,3,,.1
156,堡林,2024-01-04 06:00,.3,,.7,90,94,1014.9,1023.8,,,,0,,-.9
156,堡林,2024-01-04 07:00,0,,1,50,93,1015.1,1024,,,,0,,-1.4
156,堡林,2024-01-04 08:00,-.3,,.8,50,94,1015.6,1024.5,0,.07,,0,,-1.7
156,堡林,2024-01-04 09:00,1.4,,.6,270,90,1016,1024.9,.8,.4,,0,,-.2
156,堡林,2024-01-04 10:00,2.4,,1.7,270,82,1016.8,1025.7,1,1.01,,0,,.2
156,堡林,2024-01-04 11:00,3.7,,1,270,71,1016.6,1025.4,1,1.54,,0,,8.9
156,堡林,2024-01-04 12:00,6,,.9,230,65,1015.9,1024.6,1,1.91,,0,,14.1
156,堡林,2024-01-04 13:00,6.5,,1.8,270,60,1015.5,1024.2,1,2.05,,0,,16.1
156,堡林,2024-01-04 14:00,7.5,,.7,70,57,1014.6,1023.3,1,1.95,,0,,16.3
156,堡林,2024-01-04 15:00,7.5,,1,250,56,1014.1,1022.8,1,1.6,,0,,14.8
156,堡林,2024-01-04 16:00,8,,.8,230,57,1013.9,1022.5,1,.96,,0,,11.3
156,堡林,2024-01-04 17:00,7,,2,270,59,1014.2,1022.9,1,.51,,0,,6.9
156,堡林,2024-01-04 18:00,5.8,,.6,270,66,1014.3,1023,0,.09,,0,,4
156,堡林,2024-01-04 19:00,5.4,,.6,250,72,1014.3,1023,,,,0,,2.4
156,堡林,2024-01-04 20:00,3.9,,.8,140,81,1014.3,1023.1,,,,0,,1.3
156,堡林,2024-01-04 21:00,3.7,,.6,140,86,1014.3,1023.1,,,,0,,1.4
156,堡林,2024-01-04 22:00,3.6,,.4,0,86,1014.2,1023,,,,0,,1.3
156,堡林,2024-01-04 23:00,2.8,,.5,50,94,1014,1022.8,,,,0,,1.2
156,堡林,2024-01-05 00:00,2.3,,.3,0,96,1013.9,1022.7,,,,0,,1.1
156,堡林,2024-01-05 01:00,2,,.2,0,97,1013.6,1022.4,,,,0,,.9
156,堡林,2024-01-05 02:00,1.5,,0,0,98,1013.8,1022.7,,,,0,,.4
156,堡林,2024-01-05 03:00,1.8,,.1,0,99,1014,1022.9,,,,0,,.4
156,堡林,2024-01-05 04:00,1.8,,.6,50,98,1014,1022.9,,,,8,,.4
156,堡林,2024-01-05 05:00,1.8,,.1,0,98,1014,1022.9,,,,8,,.4
156,堡林,2024-01-05 06:00,2.1,,.3,0,98,1013.9,1022.7,,,,7,,.7
156,堡林,2024-01-05 07:00,2.3,,.3,0,98,1014.1,1022.9,,,,9,,1
156,堡林,2024-01-05 08:00,2,,0,0,98,1014.2,1023,0,.07,,3,,1
156,堡林,2024-01-05 09:00,3.7,,.6,290,97,1014.6,1023.4,.3,.39,,9,,1.3
156,堡林,2024-01-05 10:00,5.8,,.7,200,87,1015,1023.7,.9,.97,,9,,7.2
156,堡林,2024-01-05 11:00,7.8,,.4,0,80,1014.9,1023.5,.4,.96,,9,,11.6
156,堡林,2024-01-05 12:00,9.7,,.4,0,71,1014,1022.6,.9,1.73,,2,,15.6
156,堡林,2024-01-05 13:00,10.9,,1.4,200,67,1013.2,1021.7,.6,1.25,,7,,14.5
156,堡林,2024-01-05 14:00,11.7,,2,270,59,1012.2,1020.7,.8,1.51,,7,,15.3
156,堡林,2024-01-05 15:00,11.7,,2.8,270,57,1011.8,1020.3,.5,1.12,,9,,13.5
156,堡林,2024-01-05 16:00,11.4,,2.1,270,58,1011.6,1020.1,.4,.75,,7,,11.6
156,堡林,2024-01-05 17:00,10.7,,2.5,270,60,1011.7,1020.2,.2,.33,,9,,9.2
156,堡林,2024-01-05 18:00,10.3,,.5,290,63,1012.1,1020.7,0,.1,,9,,7.9
156,堡林,2024-01-05 19:00,9.4,,1.1,290,68,1012.2,1020.8,,,,0,,6.1
156,堡林,2024-01-05 20:00,8.6,,.4,0,73,1012.4,1021,,,,0,,4.6
156,堡林,2024-01-05 21:00,8.7,,.3,0,74,1012.7,1021.3,,,,9,,5.3
156,堡林,2024-01-05 22:00,8.3,,.2,0,81,1012.9,1021.5,,,,0,,5.9
156,堡林,2024-01-05 23:00,7.9,,.2,0,87,1012.9,1021.5,,,,7,,5.9
156,堡林,2024-01-06 00:00,7.3,,.7,20,90,1013,1021.7,,,,7,,5
156,堡林,2024-01-06 01:00,6.4,,.4,0,92,1012.9,1021.6,,,,0,,3.1
156,堡林,2024-01-06 02:00,5.6,,.7,290,97,1012.9,1021.6,,,,6,,2.1
156,堡林,2024-01-06 03:00,4.9,,1,340,97,1013.2,1022,,,,0,,1.6
156,堡林,2024-01-06 04:00,4.1,,.6,340,97,1013,1021.8,,,,0,,1.2
156,堡林,2024-01-06 05:00,3.1,,.9,50,95,1013.1,1021.9,,,,0,,1.3
156,堡林,2024-01-06 06:00,2.2,,.8,70,93,1013.2,1022,,,,0,,1.1
156,堡林,2024-01-06 07:00,2,,1.1,50,93,1013.7,1022.5,,,,0,,.9
156,堡林,2024-01-06 08:00,1.6,,1,50,94,1014.3,1023.2,0,.07,,0,,.2
156,堡林,2024-01-06 09:00,2.9,,2.1,50,84,1014.9,1023.7,.8,.4,,0,,.8
156,堡林,2024-01-06 10:00,4.4,,1.9,70,69,1014.9,1023.7,1,1.06,,0,,3.9
156,堡林,2024-01-06 11:00,5.3,,1.6,20,56,1014.6,1023.3,1,1.6,,0,,11.4
156,堡林,2024-01-06 12:00,7,,1.2,70,47,1013.7,1022.4,1,1.97,,0,,15.5
156,堡林,2024-01-06 13:00,7.3,,1.3,50,41,1013.5,1022.2,1,2.09,,0,,16.7
156,堡林,2024-01-06 14:00,7.2,,1.7,50,32,1012.9,1021.6,.9,1.72,,5,,12.8
156,堡林,2024-01-06 15:00,7.8,,1.8,340,32,1012.9,1021.5,.7,1.19,,7,,12
156,堡林,2024-01-06 16:00,7.5,,1.4,20,29,1012.9,1021.5,1,1.17,,0,,10
156,堡林,2024-01-06 17:00,6.2,,1,340,37,1013.5,1022.2,1,.59,,0,,5.6
156,堡林,2024-01-06 18:00,5.2,,.6,20,45,1014,1022.7,.4,.12,,0,,2.9
156,堡林,2024-01-06 19:00,3.8,,1.6,320,66,1014.9,1023.7,,,,0,,1.7
156,堡林,2024-01-06 20:00,2.9,,.6,320,74,1015.1,1023.9,,,,0,,1.5
156,堡林,2024-01-06 21:00,2.6,,.2,0,78,1015.2,1024,,,,0,,1.3
156,堡林,2024-01-06 22:00,3,,.3,0,80,1015.2,1024,,,,2,,1.3
156,堡林,2024-01-06 23:00,3.2,,.3,0,81,1015.3,1024.1,,,,9,,1.3
156,堡林,2024-01-07 00:00,2.4,0,1.2,290,86,1015.6,1024.4,,,,9,,1.2
156,堡林,2024-01-07 01:00,2.2,,.9,290,93,1015.5,1024.3,,,,8,,1.2
156,堡林,2024-01-07 02:00,2.5,,.9,320,88,1015.4,1024.2,,,,0,,1.1
156,堡林,2024-01-07 03:00,2.4,0,1.4,320,62,1015.7,1024.5,,,,0,,.8
156,堡林,2024-01-07 04:00,2.5,,1,270,53,1015.4,1024.2,,,,8,,.5
156,堡林,2024-01-07 05:00,2.4,,2,360,57,1015.5,1024.3,,,,6,,.4
156,堡林,2024-01-07 06:00,1.2,0,1.2,340,85,1015.8,1024.7,,,,8,,.6
156,堡林,2024-01-07 07:00,.9,,1.1,20,87,1016.3,1025.2,,,,4,,.7
156,堡林,2024-01-07 08:00,.9,,1.1,20,90,1017,1025.9,0,.06,,7,,.8
156,堡林,2024-01-07 09:00,0,0,2.9,50,97,1018,1027,0,.16,,9,,1
156,堡林,2024-01-07 10:00,1.1,,3.6,50,63,1018.8,1027.7,.5,.59,.2,7,,1.2
156,堡林,2024-01-07 11:00,1.2,,3.7,50,52,1019,1027.9,.9,1.19,,3,,4.9
156,堡林,2024-01-07 12:00,2.7,0,2.7,50,46,1018.6,1027.5,1,2.01,,6,,11.7
156,堡林,2024-01-07 13:00,3,,1.9,360,48,1018.2,1027,1,2.08,,6,,13.4
156,堡林,2024-01-07 14:00,3.2,,3.2,50,49,1017.7,1026.5,1,2.29,,7,,14.2
156,堡林,2024-01-07 15:00,2.1,,3.2,50,53,1017.9,1026.8,.6,1.2,,7,,8.6
156,堡林,2024-01-07 16:00,1.9,,1.6,340,56,1017.9,1026.8,.6,.85,,7,,7.2
156,堡林,2024-01-07 17:00,1,,1.7,20,62,1018.4,1027.3,.6,.48,,5,,3.8
156,堡林,2024-01-07 18:00,.3,,2.7,50,68,1018.8,1027.8,0,.09,,2,,1.9
156,堡林,2024-01-07 19:00,-.1,,2.4,50,67,1019.3,1028.3,,,,4,,1.1
156,堡林,2024-01-07 20:00,-.3,,2.3,50,62,1019.5,1028.5,,,,0,,.5
156,堡林,2024-01-07 21:00,-.6,,2.9,50,58,1019.6,1028.6,,,,1,,-.2
156,堡林,2024-01-07 22:00,-1.2,,1.7,50,59,1020,1029,,,,0,,-.9
156,堡林,2024-01-07 23:00,-1.5,,2.1,50,60,1020.1,1029.1,,,,0,,-1.4
156,堡林,2024-01-08 00:00,-1.8,,1.2,50,63,1020,1029,,,,0,,-1.8
156,堡林,2024-01-08 01:00,-2.5,,1.9,50,65,1020.3,1029.4,,,,0,,-2
156,堡林,2024-01-08 02:00,-3.3,,1.6,70,70,1019.9,1029,,,,0,,-2.4
156,堡林,2024-01-08 03:00,-3.6,,1.2,70,70,1020.1,1029.2,,,,0,,-2.8
156,堡林,2024-01-08 04:00,-3.9,,1.5,70,70,1019.7,1028.8,,,,0,,-3
156,堡林,2024-01-08 05:00,-4.2,,1.1,50,72,1019.7,1028.8,,,,0,,-3.4
156,堡林,2024-01-08 06:00,-4.5,,1.5,50,71,1019.8,1028.9,,,,0,,-3.6
156,堡林,2024-01-08 07:00,-4.6,,1.1,50,70,1020.1,1029.2,,,,0,,-3.9
156,堡林,2024-01-08 08:00,-4.9,,1.7,70,72,1020,1029.1,0,.07,,0,,-4
156,堡林,2024-01-08 09:00,-3.1,,1.6,70,65,1020.5,1029.6,.8,.43,,0,,-2
156,堡林,2024-01-08 10:00,-1.7,,1.4,70,61,1020.4,1029.4,1,1.13,,0,,0
156,堡林,2024-01-08 11:00,-.4,,1.1,90,48,1020,1029,1,1.68,,0,,2
156,堡林,2024-01-08 12:00,1.2,,.9,340,40,1019.1,1028,1,2.06,,0,,6.3
156,堡林,2024-01-08 13:00,2.1,,1,320,39,1018.2,1027.1,1,2.21,,0,,12.2
156,堡林,2024-01-08 14:00,3.4,,.8,360,36,1017.1,1025.9,1,2.11,,0,,12.9
156,堡林,2024-01-08 15:00,4.2,,.9,320,34,1016.7,1025.5,1,1.79,,0,,12.2
156,堡林,2024-01-08 16:00,4,,1.1,250,38,1016.8,1025.6,1,1.21,,0,,8.7
156,堡林,2024-01-08 17:00,3.1,,.9,250,36,1016.8,1025.6,.8,.57,,6,,4.3
156,堡林,2024-01-08 18:00,2.4,,.7,290,41,1016.9,1025.8,.1,.11,,6,,1.7
156,堡林,2024-01-08 19:00,.9,,.7,290,57,1017.5,1026.4,,,,0,,.8
156,堡林,2024-01-08 20:00,0,,.6,250,64,1017.5,1026.5,,,,0,,.1
156,堡林,2024-01-08 21:00,-.2,,.6,230,63,1017.2,1026.1,,,,0,,-.7
156,堡林,2024-01-08 22:00,-.8,,.1,0,66,1016.9,1025.9,,,,4,,-1.2
156,堡林,2024-01-08 23:00,-1.3,,1,70,69,1016.2,1025.2,,,,0,,-1.6
156,堡林,2024-01-09 00:00,-1.2,,1,70,68,1016.1,1025.1,,,,1,,-1
156,堡林,2024-01-09 01:00,-1.4,,1,50,68,1015.6,1024.6,,,,0,,-1.5
156,堡林,2024-01-09 02:00,-1.9,,1,50,69,1015,1024,,,,0,,-2
156,堡林,2024-01-09 03:00,-1.5,,.4,0,69,1014.7,1023.7,,,,9,,-1.2
156,堡林,2024-01-09 04:00,-1.2,,0,0,66,1014.8,1023.8,,,,9,,-.5
156,堡林,2024-01-09 05:00,-1,,.2,0,67,1014.7,1023.7,,,,9,,-.5
156,堡林,2024-01-09 06:00,-1.3,,.3,0,70,1014.4,1023.4,,,,9,,-1
156,堡林,2024-01-09 07:00,-.7,,.3,0,69,1014.1,1023,,,,9,,-.5
156,堡林,2024-01-09 08:00,-.6,,1.6,70,70,1013.6,1022.5,0,.07,,9,,-.2
156,堡林,2024-01-09 09:00,0,,.9,70,68,1013.8,1022.7,0,.15,,9,,0
156,堡林,2024-01-09 10:00,.9,,.2,0,63,1013.9,1022.8,0,.35,,9,,.1
156,堡林,2024-01-09 11:00,1.8,,1.2,70,64,1013.6,1022.4,0,.41,,9,,.2
156,堡林,2024-01-09 12:00,3,,.6,20,61,1012.6,1021.4,0,.58,,10,,2.5
156,堡林,2024-01-09 13:00,4.3,,.9,50,59,1011.2,1019.9,0,1.01,,10,,7.8
156,堡林,2024-01-09 14:00,5.1,,.5,70,60,1010.4,1019.1,0,.64,,10,,7.3
156,堡林,2024-01-09 15:00,5.8,,.3,0,60,1009.7,1018.4,0,.54,,10,,7.2
156,堡林,2024-01-09 16:00,6.1,,1.3,70,63,1009.2,1017.9,0,.38,,10,,6.8
156,堡林,2024-01-09 17:00,5.9,,.1,0,71,1009,1017.7,0,.19,,10,,5.5
156,堡林,2024-01-09 18:00,4.6,0,.3,0,93,1008.9,1017.6,0,.07,,10,,4.6
156,堡林,2024-01-09 19:00,3.9,,.9,110,99,1009.2,1017.9,,,,10,,4.3
156,堡林,2024-01-09 20:00,3.8,,.7,90,99,1009.2,1017.9,,,,10,,4.2
156,堡林,2024-01-09 21:00,3.6,2.1,.4,0,99,1009.1,1017.8,,,,10,,4.1
156,堡林,2024-01-09 22:00,3.8,,.2,0,99,1009.2,1017.9,,,,9,,4.1
156,堡林,2024-01-09 23:00,3.8,,.5,340,99,1008.9,1017.6,,,,0,,4.1
156,堡林,2024-01-10 00:00,3.6,0,.4,0,99,1009,1017.7,,,,9,,4.1
156,堡林,2024-01-10 01:00,3.7,,.4,0,99,1009.3,1018,,,,0,,4
156,堡林,2024-01-10 02:00,3.4,,0,0,99,1009.4,1018.1,,,,0,,3.8
156,堡林,2024-01-10 03:00,2.9,,.4,0,99,1009.9,1018.7,,,,9,,3.6
156,堡林,2024-01-10 04:00,2.6,,1.3,20,99,1010,1018.8,,,,9,,3.2
156,堡林,2024-01-10 05:00,2.4,,2.4,50,99,1010,1018.8,,,,8,,2.7
156,堡林,2024-01-10 06:00,2.2,,1.3,50,99,1010.4,1019.2,,,,9,,2.7
156,堡林,2024-01-10 07:00,2,,2.4,50,96,1010.7,1019.5,,,,9,,2.2
156,堡林,2024-01-10 08:00,.8,,2.2,70,97,1011.3,1020.2,0,.08,,3,,.9
156,堡林,2024-01-10 09:00,1.4,,2.7,70,88,1011.7,1020.5,.7,.37,,0,,1.2
156,堡林,2024-01-10 10:00,2.8,,1.9,50,72,1012.3,1021.1,1,1.02,,0,,6.1
156,堡林,2024-01-10 11:00,4.1,,1.3,70,60,1012.5,1021.2,1,1.55,,0,,10.9
156,堡林,2024-01-10 12:00,4.9,,1.4,340,54,1011.8,1020.5,1,1.94,,0,,14.3
156,堡林,2024-01-10 13:00,5.7,,1.1,360,55,1011.2,1019.9,1,2.07,,0,,15.3
156,堡林,2024-01-10 14:00,5.4,,1.4,290,55,1010.9,1019.6,1,1.98,,0,,13.7
156,堡林,2024-01-10 15:00,6.2,,1.4,360,48,1011.1,1019.8,1,1.67,,0,,12.9
156,堡林,2024-01-10 16:00,5.3,,1.1,320,54,1011.2,1019.9,1,1.15,,0,,9.6
156,堡林,2024-01-10 17:00,4.3,,1.5,360,58,1011.6,1020.3,1,.56,,0,,5.4
156,堡林,2024-01-10 18:00,2.7,,1.7,320,68,1012.5,1021.3,.3,.13,,0,,2.4
156,堡林,2024-01-10 19:00,1.9,,.9,360,73,1013.5,1022.3,,,,0,,1.4
156,堡林,2024-01-10 20:00,1.1,,.8,20,78,1013.7,1022.6,,,,0,,1.3
156,堡林,2024-01-10 21:00,0,,1.3,70,81,1013.7,1022.6,,,,0,,.7
156,堡林,2024-01-10 22:00,0,,.9,70,84,1013.5,1022.4,,,,0,,0
156,堡林,2024-01-10 23:00,-.7,,.5,50,86,1013.8,1022.7,,,,0,,-1
156,堡林,2024-01-11 00:00,-1.1,,.9,70,86,1013.1,1022,,,,0,,-1.6
156,堡林,2024-01-11 01:00,-1.3,,.4,0,91,1013.6,1022.6,,,,0,,-2
156,堡林,2024-01-11 02:00,-2.1,,.5,200,97,1013.7,1022.7,,,,0,,-2.5
156,堡林,2024-01-11 03:00,-2,,.5,250,97,1013.5,1022.5,,,,1,,-2.8
156,堡林,2024-01-11 04:00,-2.2,,.7,50,97,1013.3,1022.3,,,,0,,-3
156,堡林,2024-01-11 05:00,-2.6,,.9,90,98,1013.2,1022.2,,,,0,,-3.4
156,堡林,2024-01-11 06:00,-2.4,,.5,70,97,1013.2,1022.2,,,,0,,-3.5
156,堡林,2024-01-11 07:00,-2.1,,.2,0,97,1013.5,1022.5,,,,9,,-2.7
156,堡林,2024-01-11 08:00,-2,,.2,0,97,1013.2,1022.2,0,.07,,7,,-1.9
156,堡林,2024-01-11 09:00,-1,,.7,290,94,1013.3,1022.2,0,.24,,8,,-.2
156,堡林,2024-01-11 10:00,-.1,,1.1,270,91,1013.4,1022.3,0,.55,,8,,.1
156,堡林,2024-01-11 11:00,1.6,,.9,250,84,1013.1,1022,.5,1.17,,5,,1.9
156,堡林,2024-01-11 12:00,3.7,,.8,270,67,1012.2,1021,1,1.85,,6,,9.4
156,堡林,2024-01-11 13:00,5,,1.8,250,60,1011.3,1020,1,2.07,,4,,13.7
156,堡林,2024-01-11 14:00,5.1,,1.6,250,62,1010.5,1019.2,1,1.96,,3,,14.1
156,堡林,2024-01-11 15:00,6.1,,2.5,270,59,1010.2,1018.9,.8,1.37,,3,,10.9
156,堡林,2024-01-11 16:00,6.4,,.9,340,58,1010.3,1019,1,1.22,,6,,10.1
156,堡林,2024-01-11 17:00,5.8,,1,270,62,1010.3,1019,.1,.33,,9,,6.8
156,堡林,2024-01-11 18:00,5.6,,1.3,270,64,1010.1,1018.8,0,.08,,9,,5.2
156,堡林,2024-01-11 19:00,5.2,,.9,230,70,1009.9,1018.6,,,,0,,4.2
156,堡林,2024-01-11 20:00,4.4,,1.3,200,74,1009.8,1018.5,,,,0,,2.1
156,堡林,2024-01-11 21:00,4.4,,.7,180,76,1009.8,1018.5,,,,8,,2.1
156,堡林,2024-01-11 22:00,4.5,,.8,180,79,1009.9,1018.6,,,,2,,3
156,堡林,2024-01-11 23:00,4.8,,.4,0,80,1009.8,1018.5,,,,5,,3.3
156,堡林,2024-01-12 00:00,4.9,,.5,270,80,1009.8,1018.5,,,,9,,3.4
156,堡林,2024-01-12 01:00,4.8,,.6,250,80,1009.7,1018.4,,,,0,,3.6
156,堡林,2024-01-12 02:00,4.8,,.1,0,82,1009.8,1018.5,,,,1,,3.7
156,堡林,2024-01-12 03:00,4.8,,.4,0,83,1009.9,1018.6,,,,9,,3.8
156,堡林,2024-01-12 04:00,4.8,,.3,0,84,1009.7,1018.4,,,,8,,3.8
156,堡林,2024-01-12 05:00,4.6,,.2,0,86,1009.4,1018.1,,,,8,,3.7
156,堡林,2024-01-12 06:00,4.4,,.2,0,88,1009.5,1018.2,,,,7,,3.4
156,堡林,2024-01-12 07:00,3.9,,.3,0,92,1009.7,1018.4,,,,2,,1.6
156,堡林,2024-01-12 08:00,3.2,,.2,0,94,1010.3,1019.1,0,.07,,0,,1.1
