瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
192,柳林,2022-01-02 16:00,8.8,,2.2,360,34,1020.6,1024.2,1,.93,,0,,4
192,柳林,2022-01-02 17:00,7,,1.9,340,32,1021,1024.6,.7,.34,,0,,2.5
192,柳林,2022-01-02 18:00,3.6,,.6,110,40,1021.4,1025.1,0,.01,,0,,.6
192,柳林,2022-01-02 19:00,4.2,,1.5,360,40,1022.1,1025.8,,,,0,,.3
192,柳林,2022-01-02 20:00,1.3,,.4,0,48,1022.4,1026.1,,,,0,,.1
192,柳林,2022-01-02 21:00,-.7,,.1,0,55,1022.9,1026.7,,,,0,,-.3
192,柳林,2022-01-02 22:00,-2,,.7,70,63,1023,1026.8,,,,0,,-.5
192,柳林,2022-01-02 23:00,-3,,.1,0,70,1023.3,1027.1,,,,1,,-.7
192,柳林,2022-01-03 00:00,-4.1,,.3,0,75,1023,1026.8,,,,0,,-1
192,柳林,2022-01-03 01:00,-5,,0,0,78,1022.8,1026.6,,,,0,,-1.3
192,柳林,2022-01-03 02:00,-5.5,,0,0,81,1023,1026.8,,,,0,,-1.7
192,柳林,2022-01-03 03:00,-6.4,,.1,0,84,1022.9,1026.7,,,,0,,-2
192,柳林,2022-01-03 04:00,-6.5,,0,0,85,1022.6,1026.4,,,,0,,-2.3
192,柳林,2022-01-03 05:00,-7,,.4,0,86,1022.5,1026.3,,,,8,,-2.5
192,柳林,2022-01-03 06:00,-7.4,,0,0,87,1023,1026.9,,,,1,,-3
192,柳林,2022-01-03 07:00,-7.5,,.5,50,88,1023.2,1027.1,,,,0,,-3.3
192,柳林,2022-01-03 08:00,-7.5,,.6,70,88,1023.3,1027.2,0,.01,,0,,-3.3
192,柳林,2022-01-03 09:00,-4.9,,.1,0,83,1023.6,1027.4,.8,.46,,0,,-2.3
192,柳林,2022-01-03 10:00,-1,,.2,0,73,1023.6,1027.4,1,1.05,,0,,-.5
192,柳林,2022-01-03 11:00,2.1,,.5,230,54,1023,1026.7,1,1.82,,0,,.3
192,柳林,2022-01-03 12:00,4.3,,1.1,320,35,1021.8,1025.5,1,1.93,,0,,1.8
192,柳林,2022-01-03 13:00,6.3,,1,290,33,1020.5,1024.1,1,2.01,,0,,3.7
192,柳林,2022-01-03 14:00,7.9,,1.4,290,26,1019.4,1023,1,1.91,,0,,3.5
192,柳林,2022-01-03 15:00,8.6,,.5,250,18,1018.8,1022.4,1,1.59,,0,,3.9
192,柳林,2022-01-03 16:00,9,,.7,270,15,1018.8,1022.4,1,1.03,,0,,3
192,柳林,2022-01-03 17:00,7.5,,1.9,360,23,1019.4,1023,.7,.36,,0,,1.8
192,柳林,2022-01-03 18:00,5.9,,1.9,340,27,1020,1023.7,0,.01,,0,,.6
192,柳林,2022-01-03 19:00,4.2,,.5,340,31,1020.6,1024.3,,,,0,,.3
192,柳林,2022-01-03 20:00,.3,,.3,0,43,1020.9,1024.6,,,,0,,0
192,柳林,2022-01-03 21:00,-1.4,,0,0,52,1021,1024.8,,,,0,,-.3
192,柳林,2022-01-03 22:00,-2.5,,.2,0,61,1021.1,1024.9,,,,0,,-.5
192,柳林,2022-01-03 23:00,-3.1,,.1,0,62,1021.5,1025.3,,,,0,,-.7
192,柳林,2022-01-04 00:00,-4.1,,.1,0,64,1022,1025.8,,,,0,,-.9
192,柳林,2022-01-04 01:00,-4.6,,0,0,69,1021.8,1025.6,,,,0,,-1.3
192,柳林,2022-01-04 02:00,-5.1,,.6,70,76,1021.9,1025.7,,,,0,,-1.4
192,柳林,2022-01-04 03:00,-5,,.5,90,75,1022,1025.8,,,,0,,-1.7
192,柳林,2022-01-04 04:00,-5.9,,.2,0,75,1021.8,1025.6,,,,,,-1.9
192,柳林,2022-01-04 05:00,-6,,.1,0,78,1022,1025.8,,,,,,-2.1
192,柳林,2022-01-04 06:00,-5.8,,.4,0,79,1022.4,1026.2,,,,,,-2.3
192,柳林,2022-01-04 07:00,-5.9,,.9,50,78,1022.3,1026.1,,,,,,-2.5
192,柳林,2022-01-04 08:00,-6.4,,.3,0,79,1023.1,1026.9,0,.01,,,,-2.6
192,柳林,2022-01-04 09:00,-3.7,,.1,0,74,1023.7,1027.5,.6,.29,,,,-1.5
192,柳林,2022-01-04 10:00,-.1,,.1,0,72,1024,1027.8,1,.83,,,,-.5
192,柳林,2022-01-04 11:00,2.8,,.3,0,62,1023.6,1027.3,1,1.35,,,,.2
192,柳林,2022-01-04 12:00,6.4,,.9,340,50,1022.6,1026.3,1,1.72,,0,,1.7
192,柳林,2022-01-04 13:00,8.1,,1,270,44,1021.3,1024.9,1,1.85,,0,,3.9
192,柳林,2022-01-04 14:00,8.6,,1.9,250,38,1021.1,1024.7,1,1.76,,0,,4.6
192,柳林,2022-01-04 15:00,9.1,,1.4,250,34,1020.9,1024.5,1,1.48,,0,,5
192,柳林,2022-01-04 16:00,8.3,,1.2,180,43,1021.3,1024.9,1,.93,,0,,4.1
192,柳林,2022-01-04 17:00,6.5,,.4,0,49,1021.5,1025.1,.7,.33,,1,,2.8
192,柳林,2022-01-04 18:00,2.6,,.6,230,66,1021.5,1025.2,0,.02,,3,,.8
192,柳林,2022-01-04 19:00,.6,,0,0,68,1021.9,1025.6,,,,4,,.4
192,柳林,2022-01-04 20:00,-1.2,,.1,0,74,1022.4,1026.2,,,,3,,0
192,柳林,2022-01-04 21:00,-1.2,,0,0,64,1023.2,1027,,,,9,,0
192,柳林,2022-01-04 22:00,-1.2,,.1,0,56,1023.5,1027.3,,,,9,,-.2
192,柳林,2022-01-04 23:00,-1.7,,.1,0,57,1023.6,1027.4,,,,9,,-.3
192,柳林,2022-01-05 00:00,-1.8,,0,0,58,1023.8,1027.6,,,,6,,-.4
192,柳林,2022-01-05 01:00,-1.8,,.2,0,55,1023.6,1027.4,,,,9,,-.4
192,柳林,2022-01-05 02:00,-1.8,,.1,0,55,1023.8,1027.6,,,,10,,-.4
192,柳林,2022-01-05 03:00,-2.3,,.4,0,55,1023.5,1027.3,,,,9,,-.5
192,柳林,2022-01-05 04:00,-2.5,,0,0,58,1023.4,1027.2,,,,10,,-.7
192,柳林,2022-01-05 05:00,-2,,.1,0,54,1023.4,1027.2,,,,10,,-.5
192,柳林,2022-01-05 06:00,-1.3,,.3,0,40,1023.4,1027.2,,,,10,,-.7
192,柳林,2022-01-05 07:00,-1,,0,0,38,1024,1027.8,,,,10,,-.7
192,柳林,2022-01-05 08:00,-1.3,,0,0,45,1024.5,1028.3,0,0,,10,,-.5
192,柳林,2022-01-05 09:00,.4,,0,0,34,1024.6,1028.3,0,.22,,10,,-.3
192,柳林,2022-01-05 10:00,1.2,,.8,360,30,1024.9,1028.6,0,.31,,10,,-.2
192,柳林,2022-01-05 11:00,2.7,,.9,70,27,1024.2,1027.9,0,.58,,10,,0
192,柳林,2022-01-05 12:00,4.1,,1.1,50,25,1023.4,1027.1,.2,.96,,10,,.7
192,柳林,2022-01-05 13:00,4.9,,.7,90,24,1022.2,1025.9,0,.82,,10,,1.2
192,柳林,2022-01-05 14:00,5.5,,1.6,90,28,1021.2,1024.9,0,.52,,10,,3
192,柳林,2022-01-05 15:00,6.3,,1.3,360,29,1020.8,1024.5,0,.45,,10,,4
192,柳林,2022-01-05 16:00,6,,1,360,32,1021.2,1024.9,0,.3,,10,,3.7
192,柳林,2022-01-05 17:00,5.5,,.5,50,36,1021.6,1025.3,0,.07,,10,,3
192,柳林,2022-01-05 18:00,4.8,,0,0,40,1021.9,1025.6,0,0,,10,,2.5
192,柳林,2022-01-05 19:00,3.9,,.2,0,46,1022.6,1026.3,,,,10,,2.4
192,柳林,2022-01-05 20:00,3.9,,.8,50,47,1022.6,1026.3,,,,10,,2.1
192,柳林,2022-01-05 21:00,3.1,,.2,0,51,1022.6,1026.3,,,,10,,2
192,柳林,2022-01-05 22:00,2.9,,0,0,53,1022.6,1026.3,,,,10,,1.8
192,柳林,2022-01-05 23:00,2.8,,.1,0,55,1022.1,1025.8,,,,1,,1.7
192,柳林,2022-01-06 00:00,2.5,,0,0,58,1021.5,1025.2,,,,9,,1.7
192,柳林,2022-01-06 01:00,2.5,,0,0,60,1021.2,1024.9,,,,10,,1.8
192,柳林,2022-01-06 02:00,2.4,,0,0,63,1021,1024.7,,,,10,,1.7
192,柳林,2022-01-06 03:00,2.2,0,0,0,65,1021.2,1024.9,,,,10,,1.7
192,柳林,2022-01-06 04:00,2,,0,0,67,1021,1024.7,,,,10,,1.7
192,柳林,2022-01-06 05:00,1.8,,0,0,67,1020.9,1024.6,,,,10,,1.7
192,柳林,2022-01-06 06:00,1.3,,0,0,69,1021.5,1025.2,,,,10,,1.3
192,柳林,2022-01-06 07:00,-.1,,0,0,76,1021.9,1025.6,,,,4,,.5
192,柳林,2022-01-06 08:00,-1.5,,.1,0,81,1022.3,1026.1,0,0,,0,,.3
192,柳林,2022-01-06 09:00,1,,.2,0,73,1022.9,1026.6,.8,.39,,0,,.3
192,柳林,2022-01-06 10:00,4.9,,.6,200,54,1023.3,1027,1,1.05,,0,,3
192,柳林,2022-01-06 11:00,8.2,,2.2,20,17,1023.1,1026.7,1,1.63,,0,,7.1
192,柳林,2022-01-06 12:00,9.1,,2.4,20,15,1022.3,1025.9,1,1.99,,0,,10
192,柳林,2022-01-06 13:00,9.4,,3.5,360,15,1021.5,1025.1,1,2.09,,0,,11.1
192,柳林,2022-01-06 14:00,10.1,,3.3,340,15,1021.1,1024.7,1,1.98,,0,,10.7
192,柳林,2022-01-06 15:00,10.1,,3,340,15,1021.2,1024.8,1,1.68,,0,,8.5
192,柳林,2022-01-06 16:00,9.7,,2.1,340,17,1021.4,1025,1,1.13,,0,,6.6
192,柳林,2022-01-06 17:00,7.9,,1.7,340,23,1021.9,1025.5,.8,.45,,0,,4.8
192,柳林,2022-01-06 18:00,6.3,,.8,320,28,1022.6,1026.3,0,.02,,0,,2.7
192,柳林,2022-01-06 19:00,2.1,,.4,0,35,1023.3,1027,,,,0,,1.2
192,柳林,2022-01-06 20:00,.2,,0,0,40,1024.4,1028.2,,,,0,,.6
192,柳林,2022-01-06 21:00,-1.6,,0,0,44,1024.9,1028.7,,,,0,,.1
192,柳林,2022-01-06 22:00,-2.4,,0,0,47,1025.3,1029.1,,,,0,,-.3
192,柳林,2022-01-06 23:00,-3.5,,.2,0,53,1025.6,1029.4,,,,0,,-.5
192,柳林,2022-01-07 00:00,-4.1,,.1,0,56,1025.7,1029.5,,,,0,,-.9
192,柳林,2022-01-07 01:00,-5.1,,.2,0,60,1025.8,1029.6,,,,0,,-1.3
192,柳林,2022-01-07 02:00,-5.7,,0,0,62,1026.5,1030.3,,,,0,,-1.5
192,柳林,2022-01-07 03:00,-6.4,,.2,0,67,1026.8,1030.7,,,,0,,-1.9
192,柳林,2022-01-07 04:00,-7,,.1,0,69,1026.8,1030.7,,,,0,,-2.3
192,柳林,2022-01-07 05:00,-7,,0,0,70,1026.6,1030.5,,,,0,,-2.5
192,柳林,2022-01-07 06:00,-7.7,,0,0,72,1026.9,1030.8,,,,0,,-2.8
192,柳林,2022-01-07 07:00,-8,,0,0,74,1027.1,1031,,,,0,,-3
192,柳林,2022-01-07 08:00,-8,,0,0,75,1027.2,1031.1,0,.01,,0,,-3.3
192,柳林,2022-01-07 09:00,-4,,.1,0,65,1027.6,1031.4,.8,.42,,0,,-2.3
192,柳林,2022-01-07 10:00,-.3,,.1,0,54,1027.6,1031.4,1,1.07,,0,,-.5
192,柳林,2022-01-07 11:00,1.9,,.6,200,43,1026.8,1030.5,1,1.59,,0,,.6
192,柳林,2022-01-07 12:00,4.3,,.8,230,36,1025.4,1029.1,1,1.91,,0,,2.9
192,柳林,2022-01-07 13:00,6.9,,1.3,320,32,1024.4,1028.1,1,2.04,,0,,5.1
192,柳林,2022-01-07 14:00,8.3,,1.1,320,30,1023.6,1027.2,1,1.94,,0,,6.5
192,柳林,2022-01-07 15:00,9.6,,1.1,290,25,1023,1026.6,1,1.64,,0,,5.6
192,柳林,2022-01-07 16:00,9.4,,1.5,230,28,1022.9,1026.5,1,1.09,,0,,4.5
192,柳林,2022-01-07 17:00,6.1,,.4,0,39,1022.9,1026.6,.8,.43,,0,,2.9
192,柳林,2022-01-07 18:00,2.6,,.2,0,45,1023.1,1026.8,0,.01,,0,,.8
192,柳林,2022-01-07 19:00,-.2,,0,0,57,1023.5,1027.3,,,,0,,.3
192,柳林,2022-01-07 20:00,-1.8,,.1,0,62,1023.9,1027.7,,,,0,,-.2
192,柳林,2022-01-07 21:00,-2.9,,0,0,63,1024,1027.8,,,,0,,-.5
192,柳林,2022-01-07 22:00,-3.6,,.1,0,67,1023.9,1027.7,,,,0,,-.7
192,柳林,2022-01-07 23:00,-4.6,,0,0,71,1023.9,1027.7,,,,0,,-1
192,柳林,2022-01-08 00:00,-5.3,,0,0,71,1023.6,1027.4,,,,0,,-1.3
192,柳林,2022-01-08 01:00,-5.8,,0,0,74,1023.2,1027,,,,0,,-1.7
192,柳林,2022-01-08 02:00,-6.6,,0,0,74,1023.1,1026.9,,,,0,,-1.9
192,柳林,2022-01-08 03:00,-7,,0,0,76,1023.2,1027,,,,0,,-2.3
192,柳林,2022-01-08 04:00,-7.3,,0,0,77,1022.7,1026.6,,,,0,,-2.6
192,柳林,2022-01-08 05:00,-7.5,,.3,0,76,1022.2,1026.1,,,,0,,-3
192,柳林,2022-01-08 06:00,-7.9,,.4,0,76,1022.1,1026,,,,0,,-3.3
192,柳林,2022-01-08 07:00,-8.4,,.4,0,77,1022.2,1026.1,,,,0,,-3.5
192,柳林,2022-01-08 08:00,-8.4,,.5,50,77,1022.3,1026.2,0,.01,,0,,-3.8
192,柳林,2022-01-08 09:00,-5.3,,.2,0,68,1022.4,1026.2,.8,.48,,0,,-2.8
192,柳林,2022-01-08 10:00,-1.1,,.2,0,61,1022.4,1026.2,1,1.2,,0,,-.5
192,柳林,2022-01-08 11:00,2.2,,.5,200,46,1021.7,1025.4,1,1.65,,0,,.5
192,柳林,2022-01-08 12:00,5.2,,1,270,30,1020.4,1024.1,1,1.95,,0,,2.7
192,柳林,2022-01-08 13:00,6.7,,1.4,290,21,1019.2,1022.8,1,2.06,,0,,4.9
192,柳林,2022-01-08 14:00,8.2,,1.2,290,21,1018.1,1021.7,1,1.95,,0,,5.8
192,柳林,2022-01-08 15:00,9.7,,.7,320,17,1017.6,1021.2,1,1.64,,0,,4.4
192,柳林,2022-01-08 16:00,9.4,,1.9,200,23,1017.6,1021.2,1,1.1,,0,,3.6
192,柳林,2022-01-08 17:00,7.5,,1.1,200,29,1017.7,1021.3,.8,.42,,,,2.2
192,柳林,2022-01-08 18:00,1.9,,.5,50,48,1018.4,1022.1,0,.02,,,,.6
192,柳林,2022-01-08 19:00,.3,,.1,0,53,1019,1022.7,,,,,,.1
192,柳林,2022-01-08 20:00,-1.3,,0,0,58,1019.3,1023.1,,,,,,-.3
192,柳林,2022-01-08 21:00,-2.1,,.3,0,60,1019.7,1023.5,,,,6,,-.5
192,柳林,2022-01-08 22:00,-2.3,,0,0,64,1019.8,1023.6,,,,6,,-.7
192,柳林,2022-01-08 23:00,-2.9,,0,0,66,1019.7,1023.5,,,,6,,-.9
192,柳林,2022-01-09 00:00,-3.4,,0,0,71,1019.6,1023.4,,,,5,,-.9
192,柳林,2022-01-09 01:00,-3.8,,0,0,77,1019.3,1023.1,,,,9,,-1
192,柳林,2022-01-09 02:00,-4,,.1,0,79,1019.4,1023.2,,,,10,,-1.3
192,柳林,2022-01-09 03:00,-3.9,,.1,0,80,1019.2,1023,,,,10,,-1.4
192,柳林,2022-01-09 04:00,-4.2,,0,0,82,1019,1022.8,,,,7,,-1.4
192,柳林,2022-01-09 05:00,-4.6,,0,0,84,1018.8,1022.6,,,,9,,-1.7
192,柳林,2022-01-09 06:00,-5,,0,0,86,1019,1022.8,,,,5,,-1.9
192,柳林,2022-01-09 07:00,-5.4,,.2,0,86,1019.1,1022.9,,,,8,,-2.1
192,柳林,2022-01-09 08:00,-5,,.3,0,86,1019.1,1022.9,0,.01,,6,,-1.9
192,柳林,2022-01-09 09:00,-3,,.3,0,84,1019.5,1023.3,.1,.23,,7,,-1
192,柳林,2022-01-09 10:00,.2,,.5,200,77,1019.7,1023.4,1,.77,,5,,-.4
192,柳林,2022-01-09 11:00,3.9,,.3,0,62,1019.4,1023.1,1,1.47,,2,,.6
192,柳林,2022-01-09 12:00,7.2,,1,290,49,1018.4,1022,1,1.66,,5,,2.3
192,柳林,2022-01-09 13:00,8.3,,.7,110,45,1017.4,1021,1,1.51,,4,,3.9
192,柳林,2022-01-09 14:00,8.1,,1.7,160,43,1016.8,1020.4,1,1.37,,5,,5
192,柳林,2022-01-09 15:00,9,,1,110,41,1016.4,1020,1,1.41,,6,,6.1
192,柳林,2022-01-09 16:00,9,,.9,110,41,1016.4,1020,1,.91,,6,,5.6
192,柳林,2022-01-09 17:00,7.7,,.6,180,46,1016.7,1020.3,.5,.37,,7,,4.3
192,柳林,2022-01-09 18:00,4.8,,0,0,58,1017.2,1020.9,0,.02,,8,,2.3
192,柳林,2022-01-09 19:00,2,,0,0,67,1017.7,1021.4,,,,6,,.6
192,柳林,2022-01-09 20:00,.3,,.2,0,74,1018.2,1021.9,,,,0,,.4
192,柳林,2022-01-09 21:00,-1,,.4,0,77,1019,1022.7,,,,0,,.2
192,柳林,2022-01-09 22:00,-1.7,,0,0,81,1019.1,1022.9,,,,0,,0
192,柳林,2022-01-09 23:00,-2.5,,0,0,83,1019.1,1022.9,,,,0,,-.4
192,柳林,2022-01-10 00:00,-3,,.1,0,85,1018.8,1022.6,,,,0,,-.5
192,柳林,2022-01-10 01:00,-3.6,,0,0,86,1018.8,1022.6,,,,0,,-.7
192,柳林,2022-01-10 02:00,-3.9,,0,0,88,1019.1,1022.9,,,,0,,-.9
192,柳林,2022-01-10 03:00,-4.5,,.2,0,89,1018.8,1022.6,,,,0,,-1.2
192,柳林,2022-01-10 04:00,-5.1,,0,0,89,1018.5,1022.3,,,,0,,-1.3
192,柳林,2022-01-10 05:00,-5,,0,0,90,1018.5,1022.3,,,,0,,-1.5
192,柳林,2022-01-10 06:00,-5.5,,0,0,91,1018.4,1022.2,,,,0,,-1.8
192,柳林,2022-01-10 07:00,-5.6,,.3,0,90,1019.2,1023,,,,7,,-1.9
192,柳林,2022-01-10 08:00,-5.1,,.1,0,90,1019.1,1022.9,0,.01,,8,,-1.9
192,柳林,2022-01-10 09:00,-3,,.8,70,90,1019.6,1023.4,.5,.28,,0,,-1
192,柳林,2022-01-10 10:00,.4,,0,0,82,1019.5,1023.2,1,.74,,3,,-.4
192,柳林,2022-01-10 11:00,3.4,,.2,0,69,1018.9,1022.6,1,1.35,,6,,.5
192,柳林,2022-01-10 12:00,6,,.8,180,59,1017.2,1020.8,1,1.69,,1,,2.5
192,柳林,2022-01-10 13:00,8.6,,.9,70,49,1015.9,1019.5,1,1.82,,0,,5.1
192,柳林,2022-01-10 14:00,9.6,,.9,320,44,1014.7,1018.3,1,1.73,,0,,8.1
192,柳林,2022-01-10 15:00,10.8,,1.7,270,42,1013.9,1017.5,1,1.47,,0,,7.5
192,柳林,2022-01-10 16:00,10.4,,1.7,140,41,1013.2,1016.8,1,.96,,5,,6.5
192,柳林,2022-01-10 17:00,8.8,,1.1,140,46,1013.3,1016.9,.8,.39,,6,,5
192,柳林,2022-01-10 18:00,7.2,,.7,180,52,1013.6,1017.2,0,.03,,5,,3
192,柳林,2022-01-10 19:00,4.6,,.2,0,65,1013.2,1016.8,,,,9,,2
192,柳林,2022-01-10 20:00,3.7,,0,0,72,1013.3,1017,,,,9,,1.7
192,柳林,2022-01-10 21:00,3,,0,0,69,1012.5,1016.2,,,,10,,1.5
192,柳林,2022-01-10 22:00,2.3,,0,0,74,1012.6,1016.3,,,,10,,1.3
192,柳林,2022-01-10 23:00,2.5,,0,0,76,1012.3,1016,,,,10,,1.2
192,柳林,2022-01-11 00:00,1.5,,0,0,79,1011.6,1015.3,,,,10,,1.2
192,柳林,2022-01-11 01:00,1.5,,0,0,78,1010.9,1014.6,,,,9,,.8
192,柳林,2022-01-11 02:00,1.2,,0,0,79,1010.7,1014.4,,,,10,,.8
192,柳林,2022-01-11 03:00,1.7,,.2,0,77,1010.3,1014,,,,10,,1
192,柳林,2022-01-11 04:00,1.2,,.1,0,72,1009.9,1013.6,,,,9,,.8
192,柳林,2022-01-11 05:00,3.5,,.7,360,61,1009.9,1013.5,,,,9,,.6
192,柳林,2022-01-11 06:00,2.9,,1.2,340,63,1010.4,1014.1,,,,,,0
192,柳林,2022-01-11 07:00,.8,,.1,0,73,1011,1014.7,,,,6,,.4
192,柳林,2022-01-11 08:00,1.2,,1.4,360,57,1011.6,1015.3,0,0,,0,,.3
192,柳林,2022-01-11 09:00,1.2,,1.7,360,49,1012.3,1016,.7,.34,,1,,.3
192,柳林,2022-01-11 10:00,.6,,3.6,360,39,1013.6,1017.3,.9,1.01,,0,,1.7
192,柳林,2022-01-11 11:00,.8,,3.5,340,27,1014.2,1017.9,1,1.69,,0,,4.9
192,柳林,2022-01-11 12:00,1.4,,3.5,320,27,1013.9,1017.6,1,2.02,,0,,7.3
192,柳林,2022-01-11 13:00,2.1,,3.4,340,25,1013.1,1016.8,1,2.14,,0,,8.1
192,柳林,2022-01-11 14:00,2,,4.2,320,25,1013.1,1016.8,1,2.05,,0,,7.8
192,柳林,2022-01-11 15:00,2,,4.1,320,24,1013.1,1016.8,1,1.77,,0,,5
192,柳林,2022-01-11 16:00,1.6,,4.1,360,27,1013.4,1017.1,1,1.25,,0,,3
192,柳林,2022-01-11 17:00,.4,,2.4,340,30,1015.1,1018.8,.9,.55,,0,,1.5
192,柳林,2022-01-11 18:00,-.9,,2.5,320,35,1016.1,1019.8,0,.02,,0,,.6
192,柳林,2022-01-11 19:00,-1.6,,2.4,340,35,1017.1,1020.8,,,,0,,.1
192,柳林,2022-01-11 20:00,-2.4,,3,360,36,1017.7,1021.5,,,,0,,-.4
192,柳林,2022-01-11 21:00,-3,,2.7,360,38,1018.5,1022.3,,,,0,,-.7
192,柳林,2022-01-11 22:00,-3.5,,1.5,20,39,1018.7,1022.5,,,,0,,-.9
192,柳林,2022-01-11 23:00,-4.1,,1.2,360,40,1018.9,1022.7,,,,0,,-1.3
192,柳林,2022-01-12 00:00,-4.5,,.8,360,42,1018.8,1022.6,,,,0,,-1.5
192,柳林,2022-01-12 01:00,-4.4,,2,360,41,1018.3,1022.1,,,,0,,-1.8
192,柳林,2022-01-12 02:00,-4.5,,2.5,360,41,1018.5,1022.3,,,,0,,-2.1
192,柳林,2022-01-12 03:00,-5,,1.1,20,43,1018.6,1022.4,,,,0,,-2.5
192,柳林,2022-01-12 04:00,-7.1,,.5,110,55,1018.8,1022.6,,,,0,,-3
192,柳林,2022-01-12 05:00,-8.8,,.1,0,63,1018.7,1022.6,,,,0,,-3.5
192,柳林,2022-01-12 06:00,-9.2,,.1,0,65,1018.9,1022.8,,,,0,,-3.8
192,柳林,2022-01-12 07:00,-9.6,,0,0,68,1019.2,1023.1,,,,0,,-4.2
192,柳林,2022-01-12 08:00,-9.5,,.3,0,74,1019.6,1023.5,0,.01,,0,,-4.4
